	Genus_0	Genus_1	Genus_2	Genus_3	Genus_4	Genus_5	Genus_6	Genus_7	Genus_8	Genus_9	Genus_10	Genus_11	Genus_12	Genus_13	Genus_14	Genus_15	Genus_16	Genus_17	Genus_18	Genus_19	Genus_20	Genus_21	Genus_22	Genus_23	Genus_24	Genus_25	Genus_26	Genus_27	Genus_28	Genus_29	Genus_30	Genus_31	Genus_32	Genus_33	Genus_34	Genus_35	Genus_36	Genus_37	Genus_38	Genus_39	Genus_40	Genus_41	Genus_42	Genus_43
S000	27.09337909734624	254.99045137545227	1.4625935626633488	0.05428928021318423	131.13761270854215	0.0017100259492318754	457.9243308644695	2.4362045706319844	13.549826713270518	43.58097348135382	11.835732611386621	52.23645094294341	3.3286809830728328	0.07920060165124115	1945.2629667973422	13.605060021824164	201.9368000866395	0.6449436214967721	0.009460491320855613	7.900191513615602	14.690710777088748	95.58567824100844	2126.9560966593513	1243.2394967235577	128.8142237333686	0.22091418816461714	0.023579642248582063	30.654853582337108	446.5743867778163	10.38848769541073	1.0418876195273787	0.1247498462741913	316.0579708463097	2.129220994553775e-05	225.14946932879954	23.407812503934846	572.5440249199663	17.927343642954373	14.576537217513737	251.92137044665137	699.9567856068712	0.6028875425248145	296.6651771444623	313.804674670462
S001	81.11869072609748	0.0034045294926922866	0.006907148207678136	14.891122565203215	837.9300558857059	36.20922924051237	5.1645220807608805	11.348551161513141	1076.1722294231504	153.85931494068504	374.58875519184255	724.0997368686218	383.4366843403967	15.474901661827799	5.0998738724911	410.05771997917907	4.5211412037823116e-05	38.31786670734392	0.5986423184981102	1286.4777840939469	79.09737442139468	24.19463727661563	68.66993477826892	10.719983452538319	135.39007831130897	0.035777914632641884	843.9883408665985	1.126414929950106	187.5186902282967	5.86010228193681	25.128180200881303	153.96132323465102	0.23280028197890731	15.929895082259188	0.016450279076885756	75.74453573450366	205.5818288135471	1179.363914072169	19.542701337506053	1012.3637562227437	7.701815883462903	407.96492917805926	84.75262954754247	0.25786772318899226
S002	593.2577926912326	14.567938521928443	185.35921594704692	523.9844094225729	1.2331056449245372	0.26126793108589447	1.1936949178176726e-05	72.52330243111115	128.82827560590158	12.705615620309553	127.3010332406104	132.58863193213517	0.2001461826686138	6.424853317435258	548.0630636692748	269.9445212378829	85.69393870014443	2.314852784802208	7.7705736445556	944.413797124074	688.3583541594259	0.0004931586649139307	31.722970302625043	1397.3174007422601	9.105524666494752	391.83473112657776	1.4446931675941057	889.9367704330135	106.05698827043445	0.7654212203164801	481.6970666922768	160.97082886211734	17.71057152103706	295.11752624157987	442.7325095332475	57.320667856493394	275.6657767768501	164.8190155674601	537.9307130138991	20.493908813259853	41.94134016667772	8.315641179553845	0.004752803811154102	321.29998613768265
S003	0.7397240447420068	312.9422660872184	0.03688283425671948	92.33830755700387	248.16414837736968	79.19707066875375	361.9754275413723	46.11284095318063	0.0034329703848549765	470.45154939675683	36.4148777410819	1.479675158149578	97.32097198483825	179.7271575983574	1583.816913597886	100.38260934556223	39.672192745440384	22.93101509367956	0.0005203009534044959	0.025021325200378697	541.4124339919456	59.63386982482173	67.26472742816813	2.0775093140541765	33.405092296548496	27.183730144114207	72.66407977500698	0.10416994159493809	0.00398539814583733	1259.4709135499795	30.603705088293708	53.21716907333555	1281.8106087029337	1780.3580243544068	3.126159530077495	0.34165427729849207	0.27516912544077016	0.10725154345119227	407.8146535501998	0.5807579238667367	152.89912442592782	259.7214229192389	10.55299065290483	281.6381918460544
S004	27.840865688850542	20.78816783247875	580.3389243675715	295.6088502506997	0.38666353341696624	77.23789467772754	16.860101691686946	873.9590450775573	16.73121371818074	1545.0183391778974	162.73709399506842	12.591253251776873	200.36256379485795	371.3427417129826	0.2567727246741673	0.055357183698936996	49.28010117163795	22.916188364735913	1.1494898452227666	0.19599260877625707	0.12092181891502654	0.20172779881874872	28.406802890415467	422.9443472141818	28.91308714077554	341.50034498238045	43.130041683589106	0.4971098897661576	0.00024731676793401307	0.0514337391075754	0.5978406566247362	288.1703247932664	1902.7905184338858	11.549537608005576	5.101308762290449	0.00031040106398505627	0.021203345463781654	89.28172632897223	0.1267427253502876	2220.5714788046075	160.65289356455466	54.28914130362141	125.3981036153884	0.025184512688397068
S005	876.8658436944411	31.1634439351232	5.95812207196724	33.03477984274483	1437.7405303086673	129.23282583201464	8.587183710510189	526.9032675358027	868.2279653572431	83.95266976338321	679.1618806621099	0.014100852242492528	16.491562952105642	75.4731993845367	1282.7819664388362	285.38054114239156	22.78854675133586	0.029409480062473077	240.96083949612856	185.71599471387913	309.45178959799694	30.013078665375833	931.9393177084349	3.1288005418636673	86.12211679937307	0.30355682033997183	48.497601004532065	48.452812872117256	59.029892902478935	382.2923341273874	0.5272702245124014	172.1840837804984	0.5588104804786406	13.006918272463635	18.91068556909762	491.50978550360355	46.5622048085601	19.61039049846262	340.63453125320865	0.7188428900707486	40.27898858796554	31.963657080605564	40.416057062813756	93.42179902223153
S006	0.37535221564207083	2.1489067978785283	2.8135044702911753	6.922822077354087	2170.0799479598077	8.333887323234753	5.412509530635763	6.324059984813179	1.7616551387355441	10.541442135538553	206.10714595764605	0.04195222119288564	1767.8139038761235	0.18222771119885547	1096.0338361346917	7.263604074390442	74.16250337801834	408.84397541959794	155.4105375201913	0.033308635291347415	659.6220815483174	217.59734057782876	1.1874188829409826	248.7234984017374	25.594618356125498	0.004462487176952523	11.437857108329966	1.7194824199007201	356.9663264583197	988.843842781977	0.5907492832300004	343.61158608908227	123.44414972781452	30.496575536536685	473.0665825623562	64.99689573647731	381.9765797393132	0.9997912617519138	18.932193048495265	7.535561643137345	5.901229856433061	0.4524003211935766	104.31481549958605	1.3768781096691003
S007	2303.9150582986144	449.1917083513677	2.151720533943486	1181.3091333743005	120.43618979127241	338.04078994844014	18.091181856933982	81.0685577780641	0.5719455981587732	12.34691549469247	1.5330588763406503	20.613397338240134	0.07885151397659106	17.845428704076404	8.131611301360579	321.24200759556044	63.4244967155195	23.224998472118617	491.2387624569759	0.744655774654221	1328.7437467738657	0.09255680660623658	122.45687179328833	1.1010878462638434	3.734639864260682	1.8861430534590904	199.642142995028	25.51028084492463	34.38327178455897	50.01235945111097	59.52314760451719	300.26508352310066	5.980038774416177	31.94807826804615	913.2197010808037	0.6068875713451941	164.54188602291816	1.0880051036501164	157.96455088810595	807.9761009939089	1.445871399778124	7.49506687181752	0.009447156205642952	325.172563753406
S008	20.35274182026508	0.4725586110935423	0.758161614555656	371.5439112855904	5.360803267519162	244.03155714334522	215.08688669936825	7.328868343615245	2.4654215685197367	120.61212432855916	55.42189209679173	1.4032953668481836	74.99629003784513	0.0011339644502350653	1144.3492802430228	217.8915700237859	115.78600531144585	41.67307148695594	1178.3424256872856	51.081388835206596	3450.648333199688	0.703576711412302	614.0962223649185	126.13125029289586	0.045336156610398776	18.69989250498681	91.72835534323667	21.21080454712183	266.5311668628913	5.007106591814788	1.0571052645860637	71.34382890441172	933.2079755496034	118.69095813461496	0.0003847230248319877	2.3078933522395344	1.265309888650104	0.1990044095789164	73.18654115546559	0.08914371614349495	3.9957957520695913	3.7013078776957133	0.011779712561497385	327.1815392477084
S009	145.46747753537326	59.366682005769945	2.515348901596075	990.9894443987906	46.861183729415636	288.5375622858414	0.006015222474818196	411.5876135474803	0.00747481942425372	9.471652554025908	0.002587688947868425	649.580788366377	301.8084977324778	0.569912026417451	424.60487461606795	788.7712320145733	20.934966986688767	0.0006465605212009832	6.657886905557752	4.229842490862895	70.19668474753885	724.9448930681974	13.929894804753342	215.84767165333048	259.94285042381966	172.65181513366014	21.250370268413587	1044.6402415353323	1308.8980298056233	15.656237408408346	273.1216448419516	1.7552413318767661	3.5181159922317744	0.002053885273772507	1.001075562458949	16.725435167658375	299.77010333262456	6.502773969399901	1.6536490977998104	1091.7855933623564	228.56050057547336	3.7766962344424573	68.73387809175365	3.162859316938435
S010	0.13889527388852255	5.1906839950451005	8.927588732891977	187.52928325249067	84.40450836175204	143.14827960114366	0.005358076230494531	54.36054163589652	14.54860086738723	0.322435804576933	196.28951977574332	161.715214307059	5.26530976321112	290.6286386326823	7.332941680499417	18.801635495482053	740.5131371551672	1146.7317195318053	2.0302765960394753	486.16597176769795	303.6723003245289	164.76883394697575	5.501561363136039	3.6752636729393005	175.60150108707865	1.86840554532329	725.7375841428508	168.88517004932424	803.3188538968452	1045.1662707557357	445.6167289499578	12.465253927986472	0.009482308152481751	4.185603102890352	0.10881746723986087	15.381790192645822	0.06312994312233297	71.76143261704259	12.420001486289179	543.3050309090912	4.3672785953339845	475.0080433412356	493.2658823774757	969.7952396901087
S011	299.53553454066264	60.33216925297961	607.5424967784459	301.34251585727765	39.10995993094077	5.889736166768435	22.01267788812571	12.09479461670321	0.018092257992406827	28.782044673357376	4.365090794550102	37.95377467960414	1307.3216213355151	1269.2246819331965	132.5882655400525	5.249152491127155	4.515696590198737	321.17992539810604	0.05219327982715845	661.9811102679282	31.86557392677252	399.95225503912746	4.747163573483901	122.12999052154979	0.24061093913700485	8.398733227648725	691.7806104084792	553.8921776575368	170.39585802629722	0.2033748133709182	25.978058577593885	238.0589317085215	0.16065557211889922	509.9287830402369	60.63063387333855	423.6952509767277	190.9502010772303	8.55022336360449	356.6832119999372	507.5839743419443	221.07971083386386	209.8334849492745	140.6629317757912	1.506065503054006
