clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
k__Bacteria	2.7968439607417634	6.773835929685816	7.0946796113473445	14.383776021244529	4.987671853421397	0.5967967342658503	10.84900329994366	15.54531926067929	0.8442149810503735	0.05872933391580129	4.939219024924783	8.080508730714827	1.974315291900238	17.67925488059066	3.0196466062615426	5.711128176928305	6.054898561936076	19.504086064077224	0.3058723780376682	0.9341600316361597
k__Bacteria|p__Firmicutes	9.716686965734144	0.5253156175727915	1.6636295183985512	9.89824224269125	0.31417472434318494	4.1832358267253715	0.024979937783097244	2.379650653140897	5.094100477149728	15.341291181894476	2.418167250010919	25.697162219050924	3.085286803852083	7.876685076014882	19.897512443998604	0.19688067807657617	11.820960637310236	4.816904948456484	5.851952126969373	1.744815458189957
k__Bacteria|p__Bacteroidetes	0.8705384940410992	0.10784928988320885	10.245131155616638	1.7030613503662164	1.5933045652497793	0.3335098158597644	1.7772258316271934	4.921578626700646	7.365565149313415	1.8260195484071526	2.410244475393416	1.742183409751093	0.09698108938449505	1.780313662281867	4.705198934530505	8.674220932329721	0.4150942341427343	9.409669716694061	0.7741415222247061	0.1416154275396207
k__Bacteria|p__Actinobacteria	0.2531537642970579	1.3589638631540755	1.3544243756959828	1.0848935750007125	0.11631009373676834	0.007862059660189755	15.661742498483205	3.343709559134628	26.974078119372752	2.3768096286378735	29.292009183853047	7.059775554705733	13.983999898573163	0.13263531847913598	3.07078226539069	21.447909344163303	5.920716968699256	1.913877421458411	1.2238687881700987	12.02730178772608
k__Bacteria|p__Proteobacteria	6.266261837720995	1.7550302000742133	6.12085943160046	10.317400160120552	5.7736856545323105	3.451409517891557	1.0197994438725142	1.6117759846816757	5.182694986413067	15.48214880507692	7.552060816300671	2.0981966697499965	1.9823013840360844	7.106711382527359	16.177763764175086	0.3415076166246794	3.4546972847950173	3.878175341593014	0.9472783451768441	2.7179355397822103
k__Bacteria|p__Firmicutes|c__Clostridia	0.06922175740253643	4.287042435550264	11.490554700399045	0.01379057208301164	3.321291279934747	4.863784335881907	7.8968255145914625	0.0958779475029275	3.2217043899519697	18.30627000699679	2.1379604495683493	0.35266125007297616	0.9471897304160174	6.024492808368952	0.813728793059144	16.128146631499913	1.85959314088773	0.5032168167492518	7.905823507558384	0.6296930088843881
k__Bacteria|p__Firmicutes|c__Bacilli	14.133923467094126	26.563747448985293	0.39659304395530504	2.5579993229554687	5.183729286100699	5.9534193911363555	0.49846791459831524	11.505933165657092	2.5054553867968905	0.28742733700813405	8.644279127617041	0.020354394015351333	2.0405449163537948	8.265049725918464	4.361812222752179	1.3601977366552582	7.200059173950941	1.6291811672220442	2.6763845793686007	0.7518282896949959
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.0541059525500986	20.242774749554684	6.8310427448630096	0.48450920932709063	6.038728152467534	1.4918910796182858	12.438138640454756	0.5706275486248059	0.042779543344731684	0.20187359353350734	13.10853046119907	0.15062814508119865	3.078543640011339	2.032833812106539	3.8803611035119743	3.4854195664503047	2.569373916993452	0.7283358516135788	3.063939719512052	13.677087258211992
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.0676056936782876	5.085865325622607	7.0868601673092835	19.584633991616922	1.7406067457596235	4.826358081722697	2.9178571998865745	9.419968660498917	0.182812979334985	8.130435979867038	0.4844543807903277	0.3779267508295767	17.89474697770492	15.069515084183442	4.369465381532183	8.401822494999422	6.304325400214193	4.224379944524135	3.6577852705475027	1.5702389242892498
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	3.4909427134776885	0.3515066203344495	3.0600950107602545	3.677945711171824	15.95583502628671	4.955925017651276	3.3873592789508846	5.70594822655417	15.066226778836706	0.38034381768100245	0.2724973599996154	6.313548188341334	4.5052778250026	0.7655772273825188	7.01699775967119	4.944979045141713	0.5056342696778667	2.0249582780847772	3.9846445270962794	10.364565403995279
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	6.4930346169980195	0.15189766922031395	0.0572345166871658	2.070261158170025	1.179360834735382	0.3017912004079084	0.3928113597045462	0.18535772536508113	3.9327253899911145	4.248636593194025	3.937531145999593	18.492825232032793	1.1027722454720108	3.605314781554432	0.3557145118089317	0.18056301640279612	1.5340610834949908	0.2393596212979696	10.470644528421635	9.484365490243658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.9538943026558155	2.42721488809753	0.07462316203014699	3.4143820126530264	9.503719800009339	1.1229842813743127	8.89975938121441	4.3380004270360075	4.181905840477694	6.07313290980043	2.7631737927009903	1.172118557628879	4.305992776290304	0.3182851875222814	0.6843346915467398	11.544330207160943	1.0784222997222799	1.9026774392349362	1.4654027852207292	1.7756741076125824
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	3.8134928692128782	11.419785578855235	1.3752653346999704	4.98627335518556	3.526904997787414	22.145887315934885	4.45066227636423	8.066147053977673	0.9587806896205092	1.1509881582757187	0.849887576835562	0.846115896342012	10.692000632009828	2.5984984381464074	0.7571027397444965	5.87634671870805	0.9839520813522912	1.3747271443783549	2.962321389517628	1.1699496928091917
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.1850008824637923	1.5187273834483235	12.798757841972025	0.16844956345109222	0.3264572358574443	12.16104730792164	1.3579672795835924	3.993025298633917	2.971865405567119	6.413707962524887	7.219365611635579	0.02216456906017361	13.913342437778153	2.5972164126956647	1.0611900101406129	0.6896781516116575	0.37557060074003656	9.100516670164932	20.4335787776731	6.5679517565498795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalibacterium	6.088102689339884	0.6288288878385134	2.044425692055027	15.653268276805942	13.852423026568886	7.994713971449509	6.653694432990709	10.34141887121557	6.777214946540341	1.7119680964290385	0.4377860704735841	0.10804128412873575	3.397725835993888	2.8923546037705457	19.123690545105333	6.31240844622174	3.188837641809273	3.4182903710765498	0.6191597483719108	4.330858073725718
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	6.401114585021859	0.28370347979775307	1.2270094298647685	0.6141170503589544	1.7254973988942373	3.792738136949191	8.479613659536007	3.035655521847782	2.703997264287434	1.503681626945726	0.3652677299633516	3.0312907678239576	12.247791976073772	9.342862256217797	7.859241113391649	2.213620351257929	0.5701069171396156	2.1335501389216303	6.981569691443075	0.9470848736329508
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.29166867482819436	9.195317755903035	14.642122168082656	6.13600134790612	6.803718322904133	0.7557838319900406	2.3919938000480703	0.07609004747329916	4.352943532252129	9.766180481939628	9.683415176331566	0.2112439267925599	0.09637406254718449	5.732083867556405	0.967634773396916	0.08496916578857115	32.037297120402116	11.894584201357453	0.7706793518545113	5.054403948542684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	30.983257278971838	0.010963076205678001	4.428952538908061	1.1452835505298598	12.92652168171515	4.760237645284255	6.37623373618708	12.151666147170106	7.328833923907747	6.419532247480138	0.44254680536221624	19.966511312459055	1.4673145291404066	4.801885787392759	0.6351953349146586	1.6134723182194106	13.160050999662037	0.5555593499528397	6.807445438733681	0.0655666177136196
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2.0711494937699406	7.311629800216213	8.00773955575428	2.105711528361824	5.130059319695278	16.30062444827502	4.52586451417967	2.7122492741055413	0.31210021579128383	0.32082269039169536	3.041603561040307	4.256743141418804	3.1874979474597165	1.3784296872899024	1.242627005067576	0.7923994017596929	0.9663476670698664	20.74794951314237	19.09750752410223	26.04490430921978
